Sector,Job_Title,Company,Location,Contract,Salary,Description,Publication_Date,URL
Banque • Assurance • Finance,Job Étudiant - Assistant Administratif & Comptabilité Clients H/F,AMV,Mérignac - 33,CDD,Estimation → 2 008 - 2 975 € / mois,"CDD étudiant à temps partiel de 14h à 21h par semaine, du lundi au vendredi, sans week-end (débutant accepté). L'équipe Comptabilité Clients accueille un(e) étudiant(e) afin de contribuer aux missions administratives du service. Vous rejoindrez une équipe d'une quinzaine de collaborateurs, dans un environnement collaboratif et structuré.  Vos missions principales : Répondre aux appels clients afin de les orienter et les informer. Traiter et suivre les courriers clients. Enregistrer les paiements reçus (chèques, virements), vérifier les informations, puis corriger les éventuelles anomalies. Effectuer des opérations de numérisation, classement et archivage nécessaires au suivi des dossiers.  Intégration et formation Dès votre arrivée, vous aurez : Une formation complète aux processus et outils internes Une équipe disponible pour vous accompagner Les missions sont confiées progressivement  Ce poste vous permettra d'acquérir des compétences valorisables en administratif, gestion et relation client.",N/A,https://www.hellowork.com/fr-fr/emplois/72189144.html
Banque • Assurance • Finance,Chargé de Recrutement - 69 H/F,APRIL,Lyon 6e - 69,CDI,Estimation → 22 500 - 28 800 € / an,"Venez contribuer à la mise en oeuvre de la politique RH, par la réalisation de missions de recrutement. Et si être « Chargé de recrutement » chez APRIL vous permettait ...  - de choisir un métier dont vous pourrez être fier : «accompagner et protéger à chaque moment qui compte, simplement» telle est la mission et la raison d'être partagée par l'ensemble de nos collaborateurs, - de développer votre expertise dans un environnement en pleine transformation, au carrefour de l'innovation et de l'expérience client : notre ambition, être un acteur digital, omnicanal et agile, champion de l'expérience client, - de vous engager au sein d'une entreprise engagée : nous rejoindre, c'est faire partie d'un Groupe responsable qui agit en entreprise citoyenne en étant mobilisé autour de 4 axes (santé, aidants, éducation et environnement) avec un impact sociétal positif et réel.  Nous nous engageons à promouvoir des emplois respectant la diversité et la différence, ouverts à chacun. VOS FUTURES MISSIONS :- Recrutement et Marque Employeur  - Mettre en oeuvre la politique de recrutement dans le respect des engagements de l'entreprise (diversité & égalité professionnelle) - Assurer la mise en ligne des offres d'emploi, le sourcing CV et la search RS LinkedIn - Mener les entretiens et proposer une évaluation pertinente des candidats à partir d'une analyse des soft skills et de la motivation - Gérer le suivi des candidats et des recrutements à partir de notre ATS Digital Recruiter et des job boards - Participer aux évènements et aux actions écoles pour véhiculer la Marque Employeur et pour trouver les talents étudiants - Contribuer à une veille du marché de l'emploi, de la concurrence et de l'évolution du recrutement - Relayer les actions de communication sur les dispositifs d'attractivité, de ME ou d'expérience candidat.  2. Conseil et accompagnement  - Conseiller et accompagner les managers dans la définition de leurs besoins et de leurs attentes en termes de recrutement - Evaluer les collaborateurs lors de leur demande de mobilité pour un recrutement interne - Intervenir en support de l'équipe/Direction RH sur les sujets comme la mobilité interne ou la cooptation.  Directement rattaché.e à Mylène ORTIZ Responsable Recrutement Marque Employeur, vous rejoindrez notre équipe lyonnaise composée de 6 personnes. Si nous devions décrire notre équipe en 1 seul mot, nous dirions ENTHOUSIASTE. Dès votre arrivée, vous bénéficierez d'un parcours d'intégration pour favoriser votre prise de poste.",N/A,https://www.hellowork.com/fr-fr/emplois/73582598.html
Banque • Assurance • Finance,Alternance - Assistant Technico-Commercial TP - Bac+2 H/F,NEXTGEN Business Of School,Villeurbanne - 69,Alternance,"700 - 1 299,99 € / mois","Dans le cadre de ta formation en alternance, tu rejoindras notre équipe en tant qu'Assistant(e) Technico-Commercial(e) pour participer activement à la relation client, à la vente de solutions techniques, et à l'administration des ventes.  Ce poste t'offrira une vision globale du cycle commercial, de la prospection jusqu'au suivi après-vente, en lien avec les équipes techniques et les clients professionnels.  Tes missions :  - Assister l'équipe commerciale dans la détection des besoins clients - Participer à la prospection BtoB (phoning, mails, salons, réseaux pro...) - Contribuer à l'élaboration des devis et propositions technico-commerciales - Répondre aux demandes techniques en lien avec les équipes produits / SAV - Participer au suivi des commandes et des livraisons - Mettre à jour les outils CRM et les bases de données clients - Aider à la veille concurrentielle et à l'analyse de marché - Appuyer l'équipe dans la préparation des offres commerciales complexes",N/A,https://www.hellowork.com/fr-fr/emplois/69495277.html
Banque • Assurance • Finance,Contrat Étudiant - Assistant Administratif H/F,Filhet Allard,Mérignac - 33,CDD,Estimation → 1 875 - 2 175 € / mois,"Vous êtes étudiant(e) et vous cherchez un emploi à temps partiel en parallèle de vos études ? C'est le moment de candidater chez Filhet-Allard ! En quoi Filhet-Allard peut vous réussir ? Vous intégrez l'entreprise et découvrez l'environnement de l'assurance avec une organisation qui s'adapte à votre planning. Rejoindre Filhet-Allard, c'est se tourner vers une entreprise qui vous offre la possibilité de vous professionnaliser. Filhet-Allard vous offre également la possibilité de poursuivre vos études et de construire votre parcours professionnel en alternance au sein du Groupe.  Intégration et formation Pour cela, vous serez accompagné(e) par nos équipes et bénéficierez d'une formation en assurance. Nous vous transmettrons donc toutes les connaissances nécessaires durant votre parcours. Vous évoluerez au sein d'un cadre de travail convivial et dans un environnement collaboratif. Au quotidien, les équipes seront à vos côtés durant votre parcours.  Au quotidien vos missions consisteront à : - Gérer et suivre les dossiers administratifs des clients ; - Saisir les informations sur nos logiciels de gestion ; - Réaliser des actes simples de gestion ; - Suivre la qualité de la relation clients en back-office - Gérer et classer les flux numériques - Être en support des équipes  Liste non exhaustive  Plusieurs postes sont à pourvoir dès maintenant dans différents services du Groupe.",N/A,https://www.hellowork.com/fr-fr/emplois/70808016.html
Banque • Assurance • Finance,Stage- Chargé de Recrutement et Carrières H/F,Caisse d'Epargne Grand Est Europe,Metz - 57,Stage,1 000 € / mois,"Description de l'entreprise  Rejoignez une aventure humaine et professionnelle !  La Caisse d'Epargne Grand Est Europe (CEGEE) recrute pour sa Direction des Ressources Humaines un :  Stagiaire Chargé de Recrutement & Carrières H/F  Vous souhaitez construire et développer avec nous la banque de demain ? Intégrez le deuxième Groupe bancaire français BPCE, qui soutient et encourage celles et ceux qui ont le goût du challenge.  La CEGEE, une banque coopérative régionale forte de plus de 2 500 collaborateurs et 268 agences, réparties sur les 10 départements du Grand Est. Entreprise humaine et engagée, notre politique de Responsabilité sociale de l'entreprise porte des sujets clés comme la mixité, la diversité, le handicap, et la qualité de vie au travail. La CEGEE a notamment obtenu en 2025 le renouvellement du label AFNOR Egalité professionnelle.  Poste et missions  En rejoignant le Département Recrutement & Parcours Professionnels, vous jouerez un rôle essentiel dans l'accompagnement de nos équipes pour le recrutement et la gestion RH des apprentis et stagiaires dans toute la région Grand Est.  Vos principales missions seront les suivantes :  - Recrutement : Identifier les besoins, rechercher des candidats, et sélectionner les meilleurs profils en utilisant divers outils (entretiens en présentiel, en visioconférence etc.) ;  - Développement de la marque employeur : Participer à des événements de recrutement liés à l'alternance et aux stages (forums, job-datings etc.) ;  - Communication interne : Faciliter les échanges sur l'alternance et les stages avec les différents services de l'entreprise ;  - Gestion administrative : Rédiger les contrats d'alternance et conventions de stage, réaliser toutes les formalités liées aux embauches, tout en assurant un suivi avec nos partenaires.  Des missions supplémentaires liées à votre projet et à l'activité du Département pourront également vous être confiées.  Profil et compétences requises  Vous êtes étudiant en Bac +3 à Bac +5, et êtes à la recherche d'un stage de 4 à 6 mois dans le cadre de votre formation RH.  Vous avez une réelle appétence pour le domaine du recrutement.  Doté d'une forte autonomie, vous êtes également reconnu pour votre sens de l'organisation et du travail en collectif. En outre, vous êtes force de proposition et avez le sens des responsabilités.  Votre aisance orale vous permettra d'être à l'aise avec les candidats et nos partenaires.  Avantages  - Accompagnement managérial dès votre arrivée - Suivi personnalisé par un interlocuteur RH - Confirmation de votre choix d'orientation professionnel - Gratification variant entre 659 € et 1000 € brut mensuel, en fonction du niveau de diplôme préparé - Avantages sociaux : carte restaurant (12.10 € dont 60% pris en charge par l'employeur), prise en charge des frais de transport en commun domicile-travail à hauteur de 50%  Processus de recrutement  - Pré-sélection téléphonique ; - Entretien RH ; - Entretien opérationnel avec le futur manager ; - Réponse à chaque candidature.  Convaincu ? L'équipe Recrutement & Parcours Professionnels est à votre écoute !",N/A,https://www.hellowork.com/fr-fr/emplois/73434887.html
Banque • Assurance • Finance,Gestionnaire de Travaux - Patrimoine H/F,Samsic Emploi,Rennes - 35,CDD,27 000 - 28 000 € / an,"SAMSIC EMPLOI TERTIAIRE, spécialiste en recrutement de profils qualifiés et cadres, recherche pour son client, bailleur social, un(e) Gestionnaire de travaux - Patrimoine pour renforcer ses équipes à Rennes dans le cadre d'un remplacement maternité.  Notre client, acteur majeur dans la construction et la gestion des logements sociaux sur le département, porte des valeurs de proximité et de qualité de service rendu à ses habitants.  Vous jouerez un rôle clé dans la gestion et la valorisation du patrimoine immobilier et contribuerez à la réalisation d'opérations de rénovation, de réhabilitation et d'amélioration du parc de logements.  Intégré(e) au service exploitation, vous assurez la gestion technique et administrative des opérations de travaux, en lien avec les orientations stratégiques de gestion du patrimoine.  A ce titre, vous interviendrez sur les missions suivantes : - Prendre en charge le montage, le suivi et la réception des opérations de travaux de gros entretien, réhabilitation et d'amélioration, du lancement jusqu'à la finalisation. - Gérer les sinistres liés au patrimoine immobilier (incendies, dommages ouvrages), en coopération avec les agences et le service assurances. - Fournir une expertise technique auprès des équipes de proximité pour résoudre les situations complexes ou sensibles. - Veiller à la qualité des interventions réalisées en site occupé et s'assurer de la satisfaction des locataires à chaque étape. - Respecter et garantir les délais, la qualité, les coûts et l'application des réglementations en vigueur (commande publique, sécurité, environnement).  SAMSIC, société socialement responsable, s'engage au quotidien pour l'emploi des personnes en situation de handicap.",N/A,https://www.hellowork.com/fr-fr/emplois/73426805.html
Banque • Assurance • Finance,Job Étudiant - Assistant Opérationnel en Assurance 60 H/F,Polyexpert France,Compiègne - 60,CDI,20 000 - 25 000 € / an,"Polyexpert France, filiale du Groupe Alkera, est un acteur majeur de l'expertise de sinistres pour les compagnies d'assurances et les entreprises. Forts de plus de 25 ans d'expérience, nous évaluons avec rigueur et réactivité les dommages liés à des sinistres variés (incendies, dégâts des eaux, vols, sécheresse, etc.). Notre métier est profondément humain : chaque situation est unique et nous plaçons la proximité et l'accompagnement des sinistrés au coeur de notre action.  Dans le cadre de notre développement, la région Hauts-de-France Centre (300 collaborateurs) recherche des assistants opérationnels en assurance au sein du bureau de Compiègne (60).  Vous êtes étudiant et cherchez un emploi compatible avec vos études ? Nous nous adaptons à vos disponibilités afin de concilier au mieux votre vie scolaire et expérience professionnelle.  Les missions  - Suivi des dossiers d'expertise à l'aide de l'outil de pilotage de l'activité ; - Traitement des documents et demandes relatives aux dossiers d'expertise: - Prise de contact avec les assurés et collecte des informations clés pour un traitement rapide et efficace du dossier ; - Réponses aux demandes et réponses aux attentes des assureurs et assurés après le dépôt du rapport ; - Supervision proactive de la mission.  En tant qu'assistant opérationnel en assurance, vous interviendrez en soutien de nos experts, gagnerez en responsabilités et développerez des compétences utiles pour votre avenir professionnel. Vous aurez des perspectives d'évolution.",N/A,https://www.hellowork.com/fr-fr/emplois/69785196.html
Banque • Assurance • Finance,Legal Intern H/F,Euronext,Paris - 75,CDI,Pas de salaire renseigné,"Legal Department : Début du stage - Juillet 2026  Le Département juridique assure pour le compte du groupe Euronext des missions de conseils et d'assistance juridiques tout en contribuant à la bonne gouvernance du groupe. Ses missions ont trait à des aspects juridiques et réglementaires.  Dans le cadre de ses activités, la Direction juridique recherche un(e) stagiaire pour une durée de six (6) mois pour la période de juillet à décembre 2026, sous convention d'école, université publique/privée ou tout autre organisme reconnu par l'Etat français.  Description du poste  Missions Principales  En collaboration directe avec les juristes Corporate/M&A, droit des affaires et IT, la/le stagiaire aura dans un environnement international pour missions principalesde :  - Rédiger et commenter des contrats et actes en français et en anglais dans des domaines variés - Participer aux exercices d'audit (due diligence) dans le cadre des opérations d'acquisition pour le groupe - Etablir des notes juridiques, de synthèse ou études sur des problématiques dans des domaines variés (droit commercial, IT, des affaires, boursier, financier, sociétés) - Participer au secrétariat juridique d'Euronext Paris par la préparation des conseils d'administration et assemblées générales des diverses entités françaises du groupe  Profil du/de la candidat(e)  Etudiant(e) d'une formation Bac +5 en droit des affaires et en école d'avocats (EFB, etc.) ou, idéalement, un Bac +5 accompagnéd'une formation en école de commerce (HEC, ESSEC, ESCP, SciencesPo, etc.), vous avez une première expérience réussie en cabinet d'avocats et vous avez un intérêt pour les marchés financiers.  - Bonne maîtrise des outils de recherche juridique - Maîtrise professionnelle de l'anglais (oral et écrit) indispensable - Bonne maîtrise des outils informatiques (Word, Excel et PowerPoint) - Rigoureux, organisé, doté d'un excellent relationnel et de très bonnes capacités rédactionnelles  Euronext Values  Unity  - We respect and value the people we work with  - We are unified through a common purpose  - We embrace diversity and strive for inclusion  Integrity  - We value transparency, communicate honestly and share information openly  - We act with integrity in everything we do  - We don't hide our mistakes, and we learn from them  Agility  - We act with a sense of urgency and decisiveness  - We are adaptable, responsive and embrace change  - We take smart risks  Energy  - We are positively driven to make a difference and challenge the status quo  - We focus on and encourage personal leadership  - We motivate each other with our ambition  Accountability  - We deliver maximum value to our customers and stakeholders  - We take ownership and are accountable for the outcome  - We reward and celebrate performance  We are proud to be an equal opportunity employer. We do not discriminate against individuals on the basis of race, gender, age, citizenship, religion, sexual orientation, gender identity or expression, disability, or any other legally protected factor. We value the unique talents of all our people, who come from diverse backgrounds with different personal experiences and points of view and we are committed to providing an environment of mutual respect.  Additional Information  This job description is only describing the main activities within a certain role and is not exhaustive. It does not prevent to add more tasks, projects.",N/A,https://www.hellowork.com/fr-fr/emplois/72064533.html
Banque • Assurance • Finance,Job Étudiant - Assistant Commercial H/F,AMV,Mérignac - 33,CDD,Estimation → 1 950 - 2 325 € / mois,"AMV, un job étudiant qui a du sens Découvrez l'univers de l'assurance tout en conciliant études et expérience professionnelle. Rejoindre AMV, c'est choisir une entreprise engagée auprès des jeunes, qui vous accompagne dans votre professionnalisation, tout en bénéficiant d'une organisation adaptée au rythme d'un étudiant.  AMV vous offre également la possibilité de poursuivre vos études et de construire votre parcours professionnel en alternance au sein du Groupe.  Le Service Concessionnaire constitue le point d'entrée privilégié des concessionnaires moto chez AMV. Il intervient sur des sujets variés tels que la souscription, la gestion des contrats et l'indemnisation. Au sein d'une équipe dynamique de 13 collaborateurs, vous apporterez votre soutien sur les missions administratives.  Votre quotidien : - Mettre à jour les tableaux de suivi d'activité (saisie sur Excel) - Traiter des mails et courriers - Gérer des commandes et des anomalies - Gérer les appels entrants (environ 20 par jour) et conseiller les interlocuteurs externes sur les procédures administratives - Renseigner et actualiser les données dans le CRM (Customer Relationship Management) et autres outils - Participer à l'organisation des animations (préparation d'e-mailing, aide à l'élaboration de tableaux supports, faire les suivis de challenges)  Votre contrat CDD temps partiel étudiant entre 14h et 21h, à déterminer en fonction des plannings scolaires. Idéalement des journées entières. Organisation du travail du lundi au vendredi, notre site est fermé le samedi et dimanche. Pour candidater, n'oubliez pas de nous indiquer sur votre CV vos disponibilités jours/horaires durant la période scolaire. Intégration et formation Chez nous, vous êtes accompagné(e) pendant toute notre collaboration et, dès votre intégration, vous bénéficierez d'une formation complète. Vous évoluerez au sein d'un cadre de travail convivial et dans un environnement collaboratif. Au quotidien, les équipes seront à vos côtés.",N/A,https://www.hellowork.com/fr-fr/emplois/71602479.html
Banque • Assurance • Finance,Job Étudiant - Assistant Opérationnel en Assurance à Reims H/F,Polyexpert France,Reims - 51,CDI,20 000 - 25 000 € / an,"Polyexpert France, filiale du Groupe Alkera, est un acteur majeur de l'expertise de sinistres pour les compagnies d'assurances et les entreprises. Forts de plus de 25 ans d'expérience, nous évaluons avec rigueur et réactivité les dommages liés à des sinistres variés (incendies, dégâts des eaux, vols, sécheresse, etc.). Notre métier est profondément humain : chaque situation est unique et nous plaçons la proximité et l'accompagnement des sinistrés au coeur de notre action.  Dans le cadre de notre développement, la région Hauts-de-France Centre (300 collaborateurs) recherche des assistants opérationnels en assurance au sein du bureau de Reims (51).  Vous êtes étudiant et cherchez un emploi compatible avec vos études ?  Nous nous adaptons à vos disponibilités afin de concilier au mieux votre vie scolaire et expérience professionnelle.  Les missions  - Suivi des dossiers d'expertise à l'aide de l'outil de pilotage de l'activité ; - Traitement des documents et demandes relatives aux dossiers d'expertise ; - Prise de contact avec les assurés et collecte des informations clés pour un traitement rapide et efficace du dossier ; - Réponses aux demandes et réponses aux attentes des assureurs et assurés après le dépôt du rapport ; - Supervision proactive de la mission.  En tant qu'assistant opérationnel en assurance, vous interviendrez en soutien de nos experts, gagnerez en responsabilités et développerez des compétences utiles pour votre avenir professionnel. Vous aurez des perspectives d'évolution.",N/A,https://www.hellowork.com/fr-fr/emplois/70226734.html
Banque • Assurance • Finance,Alternance Difcam - Conseiller Clientèle des Particuliers H/F,Crédit Agricole Centre-est,Champagne-au-Mont-d'Or - 69,Alternance,"486,49 - 1 801,80 € / mois","POUR VOUS, TOUT COMMENCE ICI !  Une formation, un diplôme, une entreprise et un job en UNE SEULE CANDIDATURE !  82% des étudiants recommandent le Crédit Agricole pour une première expérience professionnelle ! Envie de comprendre pourquoi ?  Parce que nous avons tous commencé un jour ici ou ailleurs, nous vous accordons une vraie place. Ce n'est pas juste une alternance, c'est la possibilité de pouvoir s'exprimer et de construire votre parcours tout en étant accompagné.  Tout le monde connaît le Crédit Agricole Centre-est ! Vraiment ? 1er financeur de l'économie française, nous sommes aussi la Banque Universelle de Proximité et nos 3000 collaborateurs dans 258 agences agissent dans l'intérêt de nos clients et celui de la société avec proximité, responsabilité et solidarité. Développer les territoires, proposer des solutions sur-mesure pour des projets de vie de nos clients, c'est ce qui nous anime !  Donnez du sens à votre avenir professionnel avec des perspectives de carrières nombreuses et diversifiées en intégrant la nouvelle offre de formation sur mesure en alternance du Crédit Agricole Centre-Est !  Ce Parcours Conseiller Clientèle Particuliers Banque-Assurance est délivré par l'institut de formation du Crédit Agricole DIFCAM (Entité du groupe dédiée à la formation en alternance).  Cette formation en alternance permet d'obtenir un diplôme RNCP de niveau 6 (Bac +3).  Nous vous préparerons au métier de Conseiller Clientèle Particuliers H/F au travers d'une alternance de 13 mois à partir de mars 2026.  Un cursus professionnalisant 100% Crédit Agricole avec pour objectif principal : l'intégration en CDI !  VOS MISSIONS :  - Accueil clientèle et orientation commerciale : Votre rôle sera d'assurer un accueil chaleureux et professionnel, d'écouter attentivement les demandes de chaque client, d'analyser leurs besoins, et de leur offrir des propositions commerciales adaptées. - Support opérationnel et gestion des comptes : ouverture et suivi des comptes clients dans le respect des procédures et de la conformité. - Soutien commercial et développement : Vous participerez au developpement commercial de l'agence.  ENSEMBLE, AGISSONS CHAQUE JOUR DANS L'INTÉRÊT DE NOS CLIENTS ET DE LA SOCIÉTÉ  Les qualités relationnelles, votre sens client, votre capacité d'adaptation et votre manière de contribuer à notre collectif sont essentielles. Chez nous, vos différences sont des atouts précieux, et nous nous engageons à les cultiver dans un environnement bienveillant et stimulant.  Ici, chacun compte !  Package de rémunération : votre travail crée notre valeur : salaire fixe, rémunération variable, 13ème mois, prime d'intéressement, de participation, primes liées à des événements de vie.  Avantages adaptés à votre quotidien : l'équilibre vie privée, vie professionnelle chez nous, c'est important. Bien sûr, tickets restaurants, mutuelle et prévoyance font parties intégrante du package. CSE (loisirs, culture, prime mobilité durable,...). Profitez également de 50% de vos frais de transport remboursé ainsi que de tarifs préférentiels sur les produits bancaires et assurances.  Parce qu'au Crédit Agricole Centre-est nous sommes convaincus que la Diversité est une richesse, nous mettons tout en oeuvre pour ne passer à côté d'aucun talents. Nous sommes fiers de recruter des personnes qui ressemblent à nos clients. Nous vous encourageons à postuler à cette offre en vous garantissant un processus de recrutement dénué de toutes formes de discriminations et étudions à compétences égales toutes les candidatures afin de garantir l'égalité des chances.  *Source: Enquête interne IER (Indice d'Engagement et Recommandation), 2024  Type de contrat : Alternance : contrat d'apprentissage ou de professionnalisation.",N/A,https://www.hellowork.com/fr-fr/emplois/72450115.html
